dim 1	dim 2	dim 3	dim 4	dim 5	sample_type	sample	sample_type_binary
0.147	0.40189	-0.09619	0.1161	0.07372	type 4	sample 2229	bad
0.11206	0.20694	0.01002	0.18248	0.07391	type 2	sample 2230	bad
0.14876	0.38853	-0.10634	0.11251	0.06937	type 4	sample 2231	good
0.10894	0.20685	0.01432	0.18014	0.05003	type 2	sample 2232	bad
0.14191	0.46551	0.03449	0.19194	0.06007	type 1	sample 2233	good
0.17552	0.42326	0.04962	0.12936	0.075	type 3	sample 2234	bad
0.15058	0.41578	-0.08529	0.12185	0.07116	type 4	sample 2235	good
0.14687	0.39483	-0.10436	0.11377	0.07384	type 4	sample 2236	bad
0.15082	0.42518	-0.07804	0.12946	0.07381	type 4	sample 2237	bad
0.40983	0.33814	-0.0003	0.15034	0.07295	type 5	sample 2238	bad
0.17743	0.44393	0.03627	0.16167	0.07954	type 3	sample 2239	good
0.14865	0.38878	-0.10602	0.11141	0.07332	type 4	sample 2240	good
0.14754	0.39899	-0.09904	0.11691	0.07294	type 4	sample 2241	good
0.14199	0.41873	0.06742	0.10435	0.07747	type 3	sample 2242	good
0.37511	0.35399	0.00299	0.15664	0.07201	type 5	sample 2243	bad
0.14723	0.386	-0.10486	0.11351	0.06961	type 4	sample 2244	good
0.15029	0.4026	-0.08443	0.12268	0.07142	type 4	sample 2245	bad
0.15092	0.39897	-0.08707	0.12463	0.07236	type 4	sample 2246	bad
0.14815	0.48161	0.03148	0.19452	0.07242	type 1	sample 2247	good
0.15144	0.47789	0.02474	0.19737	0.07419	type 1	sample 2248	good
0.15826	0.47887	0.0292	0.20032	0.07899	type 1	sample 2249	good
0.14908	0.38546	-0.11116	0.10936	0.06966	type 4	sample 2250	bad
0.14552	0.46814	0.03721	0.19452	0.06431	type 1	sample 2251	good
0.14855	0.40102	-0.08019	0.12796	0.0758	type 4	sample 2252	good
0.11061	0.21128	0.00582	0.18741	0.1176	type 2	sample 2253	bad
0.109	0.20476	0.01263	0.1861	0.08969	type 2	sample 2254	bad
0.14584	0.40009	-0.09777	0.11906	0.07408	type 4	sample 2255	good
0.16153	0.45063	0.04431	0.15715	0.07997	type 3	sample 2256	bad
0.14358	0.46305	0.03492	0.19065	0.0568	type 1	sample 2257	good
0.15489	0.47372	0.03591	0.18722	0.07541	type 3	sample 2258	good
0.15108	0.4086	-0.0994	0.11697	0.06662	type 4	sample 2259	good
0.40983	0.33716	-0.0012	0.15026	0.07149	type 5	sample 2260	good
0.15044	0.41147	-0.09941	0.11744	0.07238	type 4	sample 2261	good
0.39909	0.34148	0.0014	0.1515	0.07202	type 5	sample 2262	good
0.16863	0.44138	0.04657	0.15283	0.0768	type 3	sample 2263	good
0.11295	0.21226	0.00617	0.18294	0.11393	type 2	sample 2264	bad
0.14307	0.4723	0.03574	0.1947	0.06378	type 1	sample 2265	good
0.14665	0.40608	-0.08616	0.12334	0.07341	type 4	sample 2266	bad
0.40953	0.33392	-0.00155	0.15053	0.0725	type 5	sample 2267	bad
0.1098	0.20403	0.0166	0.18409	0.07862	type 2	sample 2268	bad
0.14895	0.42459	-0.05721	0.13694	0.06855	type 4	sample 2269	good
0.11139	0.20957	0.0087	0.18365	0.11855	type 2	sample 2270	bad
0.41473	0.33349	0.00145	0.15261	0.07105	type 5	sample 2271	bad
0.10941	0.20111	0.01014	0.18768	0.09229	type 2	sample 2272	bad
0.11565	0.3151	0.13924	-0.05786	0.07746	type 3	sample 2273	bad
0.14549	0.3873	-0.10488	0.11133	0.07367	type 4	sample 2274	bad
0.41333	0.33431	0.00211	0.14989	0.07346	type 5	sample 2275	good
0.14469	0.46657	0.03193	0.19405	0.0617	type 1	sample 2276	good
0.14382	0.37047	-0.09077	0.12274	0.07215	type 4	sample 2277	bad
0.14845	0.4818	0.03148	0.19564	0.07483	type 1	sample 2278	good
0.11159	0.20757	0.0057	0.18781	0.11673	type 2	sample 2279	bad
0.11035	0.21136	0.01645	0.17095	-0.00252	type 2	sample 2280	bad
0.14626	0.48336	0.034	0.19717	0.0707	type 1	sample 2281	good
0.15026	0.40242	-0.08677	0.12561	0.07376	type 4	sample 2282	good
0.15743	0.48217	0.03387	0.19686	0.07787	type 1	sample 2283	good
0.10986	0.21233	0.01706	0.17713	0.04299	type 2	sample 2284	bad
0.14275	0.38454	-0.07586	0.12282	0.07698	type 4	sample 2285	bad
0.15247	0.39729	-0.11754	0.10626	0.06934	type 4	sample 2286	bad
0.14921	0.48357	0.03197	0.19552	0.07134	type 1	sample 2287	good
0.10993	0.20706	0.00676	0.18937	0.12717	type 2	sample 2288	bad
0.11192	0.21143	0.01524	0.17352	-0.00775	type 2	sample 2289	bad
0.17633	0.40826	0.06221	0.11203	0.07968	type 3	sample 2290	bad
0.14549	0.3932	-0.09753	0.11657	0.07283	type 4	sample 2291	good
0.14606	0.46495	0.03662	0.19262	0.05706	type 1	sample 2292	good
0.13292	0.37945	0.09475	0.0446	0.07542	type 3	sample 2293	good
0.41163	0.33412	-0.00225	0.14989	0.07367	type 5	sample 2294	bad
0.15205	0.40129	-0.11184	0.1139	0.07302	type 4	sample 2295	bad
0.14667	0.39091	-0.104	0.11214	0.07218	type 4	sample 2296	bad
0.10672	0.2027	0.01531	0.18621	0.07773	type 2	sample 2297	bad
0.14265	0.37303	-0.10029	0.11037	0.07277	type 4	sample 2298	good
0.15036	0.42549	-0.06033	0.1377	0.06963	type 4	sample 2299	good
0.40833	0.33606	-0.00273	0.15104	0.07118	type 5	sample 2300	bad
0.10911	0.206	0.01703	0.17686	0.05355	type 2	sample 2301	bad
0.41071	0.337	-0.00208	0.15213	0.07724	type 5	sample 2302	good
0.10967	0.20927	0.01443	0.18143	0.05878	type 2	sample 2303	bad
0.41765	0.33424	0.00182	0.15042	0.07262	type 5	sample 2304	bad
0.13965	0.37032	-0.08424	0.12216	0.07939	type 4	sample 2305	bad
0.41543	0.3349	-0.00024	0.15033	0.07467	type 5	sample 2306	bad
0.14555	0.39904	-0.10001	0.11305	0.06925	type 4	sample 2307	good
0.11369	0.20511	0.01001	0.19051	0.13008	type 2	sample 2308	bad
0.1503	0.48284	0.03031	0.19666	0.07126	type 1	sample 2309	good
0.15363	0.40697	-0.11461	0.10655	0.07302	type 4	sample 2310	bad
0.14504	0.37713	-0.11532	0.10576	0.07193	type 4	sample 2311	bad
0.14792	0.47948	0.03267	0.1915	0.07376	type 1	sample 2312	good
0.11027	0.2066	0.01308	0.18432	0.07117	type 2	sample 2313	bad
0.1481	0.39063	-0.1044	0.11416	0.07793	type 4	sample 2314	bad
0.41085	0.33902	-0.00025	0.15238	0.0707	type 5	sample 2315	good
0.41	0.33787	-0.00178	0.14932	0.07475	type 5	sample 2316	bad
0.11132	0.21168	0.01554	0.17004	-0.00598	type 2	sample 2317	bad
0.14782	0.47765	0.02809	0.19586	0.073	type 1	sample 2318	good
0.1503	0.40051	-0.10139	0.11465	0.07218	type 4	sample 2319	good
0.14791	0.47707	0.02537	0.1923	0.0685	type 1	sample 2320	good
0.38426	0.35003	0.00531	0.15533	0.06707	type 5	sample 2321	bad
0.15406	0.4811	0.0292	0.19708	0.07581	type 1	sample 2322	good
0.16377	0.45103	0.04118	0.16465	0.07749	type 3	sample 2323	bad
0.14947	0.42407	-0.06453	0.13253	0.07281	type 4	sample 2324	bad
0.10933	0.20375	0.01327	0.18252	0.07239	type 2	sample 2325	bad
0.10889	0.20839	0.01549	0.18008	0.04412	type 2	sample 2326	bad
0.15036	0.41347	-0.07499	0.12945	0.07332	type 4	sample 2327	good
0.14472	0.4657	0.03374	0.19271	0.06675	type 1	sample 2328	good
0.41732	0.33537	0.00158	0.14929	0.07538	type 5	sample 2329	bad
0.11243	0.21372	0.01497	0.17043	-0.00447	type 2	sample 2330	bad
0.14904	0.39013	-0.10365	0.11209	0.07259	type 4	sample 2331	good
0.37137	0.35496	0.0053	0.15818	0.07487	type 5	sample 2332	good
0.14633	0.40789	-0.10255	0.11313	0.06829	type 4	sample 2333	good
0.41266	0.33685	-0.0013	0.14781	0.07276	type 5	sample 2334	bad
0.16879	0.44504	0.04845	0.15655	0.08156	type 3	sample 2335	bad
0.1463	0.40115	-0.0984	0.11435	0.07272	type 4	sample 2336	good
0.15716	0.40561	0.07019	0.0921	0.074	type 3	sample 2337	bad
0.15751	0.47807	0.03016	0.19852	0.07873	type 1	sample 2338	good
0.14798	0.38313	-0.10992	0.11264	0.06886	type 4	sample 2339	good
0.14573	0.4021	-0.10121	0.1138	0.07309	type 4	sample 2340	good
0.408	0.33894	-0.00085	0.15153	0.07237	type 5	sample 2341	bad
0.14736	0.47988	0.03175	0.1963	0.07186	type 1	sample 2342	good
0.11205	0.21363	0.01706	0.16933	-0.00874	type 2	sample 2343	bad
0.15036	0.45155	0.04613	0.15761	0.07733	type 3	sample 2344	bad
0.14712	0.38713	-0.10586	0.11419	0.06988	type 4	sample 2345	bad
0.15655	0.47975	0.03279	0.19559	0.07297	type 1	sample 2346	good
0.40631	0.33931	-0.00016	0.14903	0.07275	type 5	sample 2347	good
0.41598	0.336	-0.00078	0.15006	0.07501	type 5	sample 2348	good
0.15135	0.48029	0.03255	0.1992	0.07628	type 1	sample 2349	good
0.12353	0.33898	0.12622	-0.0275	0.08482	type 3	sample 2350	good
0.14309	0.39199	-0.08802	0.12139	0.07556	type 4	sample 2351	good
0.14613	0.39138	-0.09899	0.11459	0.07346	type 4	sample 2352	bad
0.14971	0.48346	0.03462	0.19748	0.07058	type 1	sample 2353	good
0.14829	0.39276	-0.10181	0.12038	0.07311	type 4	sample 2354	bad
0.14821	0.39529	-0.10993	0.11235	0.07487	type 4	sample 2355	bad
0.14321	0.3689	-0.1005	0.11999	0.0756	type 4	sample 2356	bad
0.37805	0.35473	0.00353	0.15689	0.07168	type 5	sample 2357	bad
0.16115	0.43462	0.05472	0.13618	0.07711	type 3	sample 2358	good
0.14686	0.4106	-0.08064	0.129	0.07429	type 4	sample 2359	bad
0.11255	0.2115	0.0163	0.17339	-0.00869	type 2	sample 2360	bad
0.14638	0.40502	-0.08988	0.11998	0.07063	type 4	sample 2361	bad
0.14718	0.40043	-0.10083	0.11244	0.07169	type 4	sample 2362	bad
0.14352	0.37528	-0.11515	0.10249	0.07154	type 4	sample 2363	bad
0.11037	0.21259	0.01397	0.18079	0.04223	type 2	sample 2364	bad
0.14563	0.38345	-0.11312	0.10547	0.07263	type 4	sample 2365	good
0.14731	0.39034	-0.10079	0.11623	0.07183	type 4	sample 2366	bad
0.14908	0.4135	-0.07443	0.12775	0.07434	type 4	sample 2367	good
0.14672	0.39758	-0.10435	0.11318	0.0745	type 4	sample 2368	good
0.15479	0.47669	0.0234	0.19729	0.07473	type 1	sample 2369	good
0.11197	0.21441	0.01384	0.16985	-0.00567	type 2	sample 2370	bad
0.41375	0.33438	-0.0006	0.15068	0.07121	type 5	sample 2371	bad
0.416	0.33509	0.00084	0.15036	0.07315	type 5	sample 2372	good
0.10934	0.20823	0.00443	0.18471	0.11957	type 2	sample 2373	bad
0.14842	0.40272	-0.08848	0.11776	0.07226	type 4	sample 2374	bad
0.14386	0.36776	-0.081	0.12288	0.07857	type 4	sample 2375	bad
0.14342	0.46139	0.03449	0.18882	0.0593	type 1	sample 2376	good
0.4139	0.3362	-0.00268	0.15205	0.06827	type 5	sample 2377	good
0.14796	0.38233	-0.11782	0.10626	0.07863	type 4	sample 2378	good
0.1518	0.41763	-0.07897	0.12403	0.07368	type 4	sample 2379	good
0.14602	0.37525	-0.0952	0.11608	0.07293	type 4	sample 2380	bad
0.14957	0.48243	0.03391	0.19485	0.07524	type 1	sample 2381	good
0.14621	0.37943	-0.10045	0.11716	0.07351	type 4	sample 2382	good
0.11096	0.20258	0.01006	0.18072	0.07384	type 2	sample 2383	bad
0.40959	0.33681	-0.0013	0.15116	0.07288	type 5	sample 2384	bad
0.41387	0.33749	0.00045	0.14829	0.06985	type 5	sample 2385	bad
0.14341	0.46151	0.03401	0.19207	0.05841	type 1	sample 2386	good
0.15153	0.47769	0.02169	0.1962	0.07944	type 1	sample 2387	good
0.14983	0.4649	0.02918	0.18938	0.06474	type 1	sample 2388	good
0.12482	0.34847	0.12009	-0.0132	0.07786	type 3	sample 2389	good
0.14371	0.37709	-0.08961	0.12261	0.07496	type 4	sample 2390	bad
0.11205	0.21074	0.00264	0.18606	0.11184	type 2	sample 2391	bad
0.11314	0.20839	0.00262	0.18846	0.12715	type 2	sample 2392	bad
0.14307	0.36767	-0.08294	0.12253	0.07449	type 4	sample 2393	bad
0.15234	0.39463	-0.10558	0.11281	0.07048	type 4	sample 2394	bad
0.11163	0.21331	0.00517	0.18252	0.11232	type 2	sample 2395	bad
0.1089	0.20723	0.01393	0.18009	0.07113	type 2	sample 2396	bad
0.10857	0.20667	0.01804	0.17598	0.03612	type 2	sample 2397	bad
0.14567	0.36949	-0.1058	0.11413	0.07559	type 4	sample 2398	good
0.11037	0.20892	0.01439	0.18067	0.04354	type 2	sample 2399	bad
0.14717	0.39295	-0.08985	0.11781	0.07251	type 4	sample 2400	good
0.14689	0.39806	-0.09862	0.11884	0.07069	type 4	sample 2401	bad
0.11096	0.20779	0.01268	0.1833	0.05319	type 2	sample 2402	bad
0.12834	0.35942	0.10875	0.01066	0.07558	type 3	sample 2403	good
0.11232	0.21122	0.01571	0.16928	-0.00558	type 2	sample 2404	bad
0.15544	0.45626	0.04414	0.16289	0.0768	type 3	sample 2405	bad
0.11185	0.20537	0.0055	0.19051	0.12588	type 2	sample 2406	bad
0.15273	0.42169	-0.07874	0.1274	0.07286	type 4	sample 2407	bad
0.41402	0.33465	-0.00055	0.14935	0.07222	type 5	sample 2408	good
0.19305	0.42142	0.04339	0.14054	0.07552	type 3	sample 2409	good
0.41456	0.33538	-0.00155	0.14874	0.07461	type 5	sample 2410	good
0.14757	0.37747	-0.11579	0.10752	0.07058	type 4	sample 2411	bad
0.4192	0.3342	0.00285	0.15118	0.07305	type 5	sample 2412	good
0.20249	0.42244	0.04037	0.14511	0.07746	type 3	sample 2413	bad
0.21048	0.42086	0.03304	0.15155	0.07585	type 3	sample 2414	bad
0.10944	0.21024	0.01574	0.16734	-0.00818	type 2	sample 2415	bad
0.14243	0.37018	-0.08571	0.11802	0.0764	type 4	sample 2416	bad
0.15048	0.48262	0.02982	0.19661	0.069	type 1	sample 2417	good
0.39726	0.33963	0.00162	0.15228	0.07685	type 5	sample 2418	good
0.10997	0.20608	0.00767	0.18947	0.129	type 2	sample 2419	bad
0.14196	0.46297	0.03404	0.19364	0.05864	type 1	sample 2420	good
0.14952	0.42512	-0.06075	0.13446	0.07019	type 4	sample 2421	good
0.15368	0.47617	0.02379	0.19494	0.0757	type 1	sample 2422	good
0.15037	0.39693	-0.1016	0.11451	0.07131	type 4	sample 2423	bad
0.14944	0.41526	-0.06934	0.12919	0.07197	type 4	sample 2424	bad
0.14689	0.40246	-0.09917	0.11723	0.07025	type 4	sample 2425	bad
0.14929	0.40973	-0.08184	0.12739	0.07488	type 4	sample 2426	good
0.14855	0.40755	0.07685	0.09502	0.07582	type 3	sample 2427	good
0.13979	0.37348	-0.07089	0.12877	0.07444	type 4	sample 2428	bad
0.16573	0.3776	0.08189	0.05543	0.07671	type 3	sample 2429	good
0.14563	0.46322	0.0368	0.19152	0.06234	type 1	sample 2430	good
0.11365	0.21455	0.01392	0.1715	0.00105	type 2	sample 2431	bad
0.14695	0.38491	-0.10713	0.11527	0.07173	type 4	sample 2432	bad
0.11268	0.21157	0.01757	0.17717	0.04187	type 2	sample 2433	bad
0.11117	0.207	0.00478	0.19065	0.1297	type 2	sample 2434	bad
0.14703	0.38387	-0.09933	0.1199	0.07284	type 4	sample 2435	good
0.1528	0.48018	0.02998	0.19424	0.0734	type 1	sample 2436	good
0.16978	0.41968	0.05573	0.12014	0.07492	type 3	sample 2437	good
0.11126	0.21036	0.00604	0.18441	0.11356	type 2	sample 2438	bad
0.14903	0.48551	0.03067	0.19849	0.07354	type 1	sample 2439	good
0.14608	0.39506	-0.09842	0.11656	0.07106	type 4	sample 2440	bad
0.18859	0.42291	0.04431	0.14111	0.0785	type 3	sample 2441	good
0.10914	0.20168	0.0158	0.18465	0.07065	type 2	sample 2442	bad
0.14926	0.38997	-0.08547	0.1214	0.07291	type 4	sample 2443	bad
0.4138	0.33458	-0.00213	0.14814	0.07074	type 5	sample 2444	good
0.14967	0.44404	0.05188	0.14492	0.07468	type 3	sample 2445	good
0.41401	0.33477	0.00185	0.15347	0.07509	type 5	sample 2446	good
0.15209	0.47907	0.02521	0.19408	0.07482	type 1	sample 2447	good
0.14694	0.3955	-0.09135	0.11886	0.07419	type 4	sample 2448	bad
0.14623	0.40013	-0.0972	0.11855	0.07284	type 4	sample 2449	bad
0.10891	0.20462	0.01218	0.18407	0.08847	type 2	sample 2450	bad
0.18824	0.43211	0.04086	0.15367	0.07505	type 3	sample 2451	good
0.15602	0.48119	0.02714	0.19263	0.07366	type 1	sample 2452	good
0.15086	0.43354	0.056	0.12947	0.07976	type 3	sample 2453	good
0.10978	0.21328	0.00363	0.18769	0.11851	type 2	sample 2454	bad
0.12063	0.2885	0.0829	0.05375	0.07903	type 3	sample 2455	good
0.11312	0.21212	0.00383	0.18339	0.12224	type 2	sample 2456	bad
0.14097	0.37396	-0.0819	0.12178	0.07855	type 4	sample 2457	bad
0.13973	0.37116	-0.07555	0.12922	0.06882	type 4	sample 2458	bad
0.14687	0.39933	-0.10367	0.10939	0.07284	type 4	sample 2459	good
0.14201	0.46452	0.0329	0.19132	0.06096	type 1	sample 2460	good
0.11106	0.21078	0.01661	0.1714	-0.00476	type 2	sample 2461	bad
0.14867	0.41058	-0.08587	0.12084	0.07164	type 4	sample 2462	good
0.14838	0.41305	-0.07648	0.12711	0.07396	type 4	sample 2463	bad
0.10913	0.2133	0.01808	0.17392	0.0438	type 2	sample 2464	bad
0.11129	0.20953	0.01538	0.17472	0.04019	type 2	sample 2465	bad
0.14993	0.3868	-0.1135	0.11071	0.07155	type 4	sample 2466	bad
0.41237	0.33773	-0.00012	0.15143	0.07304	type 5	sample 2467	bad
0.15324	0.47812	0.02335	0.19434	0.08048	type 1	sample 2468	good
0.16006	0.47695	0.03023	0.19755	0.07655	type 1	sample 2469	good
0.11201	0.21339	0.01523	0.1692	-0.00699	type 2	sample 2470	bad
0.17739	0.41341	0.05568	0.11923	0.07505	type 3	sample 2471	good
0.14099	0.46273	0.03228	0.19037	0.05955	type 1	sample 2472	good
0.15419	0.47911	0.03089	0.19844	0.07275	type 1	sample 2473	good
0.11051	0.20509	0.00408	0.19096	0.12779	type 2	sample 2474	bad
0.14532	0.38251	-0.10915	0.11129	0.0719	type 4	sample 2475	good
0.15418	0.47903	0.02688	0.19699	0.07859	type 1	sample 2476	good
0.14633	0.40468	-0.08131	0.1256	0.07179	type 4	sample 2477	good
0.11084	0.21172	0.01545	0.17264	-0.00342	type 2	sample 2478	bad
0.11039	0.21174	0.01582	0.17122	-0.00645	type 2	sample 2479	bad
0.18081	0.44423	0.04014	0.16434	0.0758	type 3	sample 2480	good
0.14242	0.46244	0.03635	0.19253	0.06228	type 1	sample 2481	good
0.15005	0.48541	0.03584	0.20026	0.07519	type 1	sample 2482	good
0.14689	0.39987	-0.09644	0.11548	0.07217	type 4	sample 2483	bad
0.41386	0.33325	0.0004	0.14999	0.07124	type 5	sample 2484	good
0.1118	0.20886	0.004	0.18804	0.12558	type 2	sample 2485	bad
0.41308	0.33516	-0.00282	0.15152	0.06933	type 5	sample 2486	bad
0.14572	0.41656	-0.09725	0.11763	0.0686	type 4	sample 2487	bad
0.40779	0.3389	-0.0016	0.15084	0.07208	type 5	sample 2488	good
0.10976	0.20268	0.01226	0.18183	0.07064	type 2	sample 2489	bad
0.1104	0.20894	0.01535	0.18208	0.06084	type 2	sample 2490	bad
0.14883	0.40727	-0.0958	0.12325	0.07125	type 4	sample 2491	bad
0.11275	0.21513	0.01111	0.17062	-0.01217	type 2	sample 2492	bad
0.14777	0.43333	0.06261	0.12176	0.07975	type 3	sample 2493	good
0.14245	0.46239	0.03383	0.18811	0.06147	type 1	sample 2494	good
0.41916	0.33486	-0.00135	0.15203	0.07156	type 5	sample 2495	good
0.4146	0.33439	-0.00121	0.15164	0.07072	type 5	sample 2496	good
0.10811	0.20649	0.0128	0.18503	0.07184	type 2	sample 2497	bad
0.11198	0.20411	0.01166	0.18351	0.07339	type 2	sample 2498	bad
0.14916	0.40616	-0.08401	0.12605	0.06814	type 4	sample 2499	bad
0.41361	0.33454	-5e-05	0.15055	0.07388	type 5	sample 2500	bad
0.14442	0.46367	0.03698	0.19113	0.05825	type 1	sample 2501	good
0.11004	0.20336	0.01654	0.18058	0.07191	type 2	sample 2502	bad
0.15012	0.39557	-0.10879	0.11351	0.07262	type 4	sample 2503	bad
0.14977	0.41035	-0.09724	0.12137	0.07226	type 4	sample 2504	bad
0.14156	0.38228	-0.06991	0.12939	0.07109	type 4	sample 2505	bad
0.14984	0.39792	-0.10159	0.11525	0.0718	type 4	sample 2506	bad
0.41642	0.33284	0.00098	0.14983	0.07324	type 5	sample 2507	bad
0.14525	0.4015	-0.08533	0.12241	0.07543	type 4	sample 2508	bad
0.11174	0.21178	0.01406	0.16925	-0.00274	type 2	sample 2509	bad
0.1455	0.39626	-0.10244	0.11549	0.07309	type 4	sample 2510	good
0.41247	0.33488	0.00165	0.15174	0.07291	type 5	sample 2511	good
0.41372	0.33532	-0.00091	0.14949	0.07448	type 5	sample 2512	bad
0.34426	0.371	0.01168	0.16104	0.07208	type 5	sample 2513	bad
0.17687	0.43179	0.04399	0.14171	0.0807	type 3	sample 2514	good
0.1573	0.48018	0.0307	0.19765	0.0757	type 1	sample 2515	good
0.10977	0.20394	0.01302	0.18131	0.07382	type 2	sample 2516	bad
0.15239	0.40192	-0.09936	0.11685	0.07157	type 4	sample 2517	good
0.15409	0.48185	0.03266	0.1979	0.07682	type 1	sample 2518	good
0.14612	0.38829	-0.11805	0.10379	0.07695	type 4	sample 2519	good
0.11261	0.20686	0.00824	0.19167	0.13184	type 2	sample 2520	bad
0.41532	0.33364	-0.00048	0.15086	0.07019	type 5	sample 2521	good
0.40932	0.33748	-0.00013	0.15094	0.06938	type 5	sample 2522	bad
0.14459	0.37639	-0.08509	0.12434	0.07454	type 4	sample 2523	good
0.14889	0.3891	-0.1008	0.11562	0.07472	type 4	sample 2524	bad
0.14376	0.3823	-0.10985	0.11213	0.07701	type 4	sample 2525	good
0.41372	0.33492	-0.00212	0.14969	0.07119	type 5	sample 2526	bad
0.14819	0.3919	-0.10412	0.10984	0.07368	type 4	sample 2527	good
0.1098	0.21357	0.01909	0.17024	-0.0022	type 2	sample 2528	bad
0.11078	0.20439	0.01601	0.17919	0.07239	type 2	sample 2529	bad
0.15096	0.48085	0.03491	0.19954	0.07576	type 1	sample 2530	good
0.14469	0.40788	-0.08184	0.12328	0.07225	type 4	sample 2531	bad
0.14661	0.39789	-0.10495	0.11304	0.07336	type 4	sample 2532	good
0.41466	0.33436	0.00489	0.15165	0.07356	type 5	sample 2533	bad
0.14845	0.48368	0.03226	0.19718	0.07191	type 1	sample 2534	good
0.14657	0.38898	-0.10336	0.11231	0.07075	type 4	sample 2535	bad
0.15396	0.48077	0.02519	0.19648	0.07673	type 1	sample 2536	good
0.41061	0.33612	-0.00224	0.14834	0.07272	type 5	sample 2537	bad
0.1108	0.21007	0.01708	0.17389	0.04144	type 2	sample 2538	bad
0.10944	0.20497	0.01219	0.18275	0.07557	type 2	sample 2539	bad
0.14846	0.48065	0.02906	0.19427	0.07331	type 1	sample 2540	good
0.149	0.42006	-0.06888	0.13235	0.07725	type 4	sample 2541	bad
0.14745	0.40148	-0.09696	0.11502	0.07155	type 4	sample 2542	good
0.41196	0.33655	0.00139	0.15001	0.07042	type 5	sample 2543	good
0.14843	0.48214	0.03073	0.19433	0.0722	type 1	sample 2544	good
0.18924	0.42054	0.05422	0.12933	0.07467	type 3	sample 2545	bad
0.14587	0.38899	-0.11282	0.11044	0.07318	type 4	sample 2546	good
0.10847	0.20349	0.0147	0.18782	0.07755	type 2	sample 2547	bad
0.14166	0.46587	0.03515	0.19263	0.06108	type 1	sample 2548	good
0.14451	0.37636	-0.12008	0.10647	0.07321	type 4	sample 2549	good
0.1481	0.38821	-0.10417	0.11069	0.07287	type 4	sample 2550	good
0.14692	0.39087	-0.1031	0.11361	0.07571	type 4	sample 2551	bad
0.14819	0.39729	-0.10715	0.11387	0.07216	type 4	sample 2552	good
0.10809	0.20359	0.01081	0.18337	0.07239	type 2	sample 2553	bad
0.14723	0.40037	-0.11002	0.11442	0.07072	type 4	sample 2554	good
0.1241	0.34419	0.11613	-0.01561	0.07648	type 3	sample 2555	bad
0.14888	0.38051	-0.11187	0.10773	0.07205	type 4	sample 2556	good
0.15101	0.41557	-0.08704	0.12574	0.07248	type 4	sample 2557	good
0.10786	0.20641	0.01293	0.18271	0.07438	type 2	sample 2558	bad
0.14573	0.37747	-0.11105	0.10768	0.07677	type 4	sample 2559	bad
0.16498	0.41477	0.06109	0.11486	0.0744	type 3	sample 2560	good
0.10868	0.20318	0.00642	0.19078	0.13077	type 2	sample 2561	bad
0.14215	0.46711	0.03262	0.19013	0.06671	type 1	sample 2562	good
0.14967	0.40804	-0.08942	0.12316	0.0731	type 4	sample 2563	good
0.15266	0.43855	0.05899	0.12953	0.07748	type 3	sample 2564	bad
0.20244	0.42861	0.0394	0.15636	0.08053	type 3	sample 2565	bad
0.14303	0.46402	0.0335	0.19325	0.05928	type 1	sample 2566	good
0.41082	0.33395	-0.00183	0.14835	0.07321	type 5	sample 2567	good
0.41436	0.33419	-0.00188	0.14897	0.07334	type 5	sample 2568	good
0.10859	0.20715	0.01705	0.17722	0.04599	type 2	sample 2569	bad
0.14822	0.48228	0.02888	0.19698	0.07561	type 1	sample 2570	good
0.15066	0.3998	-0.11214	0.10905	0.07183	type 4	sample 2571	good
0.11268	0.20731	0.00696	0.18819	0.1305	type 2	sample 2572	bad
0.16005	0.48052	0.02922	0.19579	0.07749	type 1	sample 2573	good
0.39831	0.34033	-0.00014	0.15326	0.07634	type 5	sample 2574	bad
0.1466	0.39729	-0.08378	0.12457	0.07162	type 4	sample 2575	good
0.14529	0.39606	-0.08451	0.12546	0.07419	type 4	sample 2576	good
0.15542	0.47969	0.02408	0.19501	0.0785	type 1	sample 2577	good
0.14846	0.39335	-0.10272	0.11388	0.07338	type 4	sample 2578	good
0.14622	0.40069	-0.09979	0.11361	0.07167	type 4	sample 2579	bad
0.15561	0.48026	0.03101	0.19974	0.07602	type 1	sample 2580	good
0.10965	0.20917	0.01322	0.18239	0.06795	type 2	sample 2581	bad
0.14608	0.40013	-0.09427	0.11744	0.07429	type 4	sample 2582	bad
0.11141	0.21064	0.00345	0.18428	0.11763	type 2	sample 2583	bad
0.14317	0.46896	0.03212	0.19196	0.0609	type 1	sample 2584	good
0.15604	0.47732	0.03123	0.19984	0.07538	type 1	sample 2585	good
0.11197	0.21324	0.01757	0.1678	-0.00655	type 2	sample 2586	bad
0.14756	0.40192	-0.10701	0.11633	0.07152	type 4	sample 2587	bad
0.4175	0.33504	0.00149	0.15269	0.07266	type 5	sample 2588	bad
0.14912	0.48088	0.03265	0.19438	0.06896	type 1	sample 2589	good
0.14636	0.48315	0.03264	0.19553	0.07448	type 1	sample 2590	good
0.1488	0.48144	0.03252	0.19197	0.0733	type 1	sample 2591	good
0.14796	0.40215	-0.0878	0.11943	0.07325	type 4	sample 2592	good
0.14238	0.37142	-0.08652	0.12151	0.07749	type 4	sample 2593	good
0.4126	0.33603	-0.00038	0.14931	0.0681	type 5	sample 2594	bad
0.41459	0.33423	-0.00121	0.1516	0.07254	type 5	sample 2595	good
